NodeID,Day,Room,Fraction,Patients,Weighted_Contrib
d530317ad5c4e6c10472fd02accd939d,1,5,0.020878,60;115;133;148;157;166;167;169;193;200,0.208782
9940b32ba4d7f651cd4ac39d54ebf2b5,1,5,0.170221,100;102;109;115;120;126;134;138;166;190;236,1.872429
1a9e56a83392196450baf13ac84e6908,3,4,0.086718,0;2;40;44;80;144;155;156;171;213,0.867180
d718f322667d2e1391e8e33f5be3fd33,3,4,0.267760,13;24;31;74;85;146;173;179;249,2.409840
353b7fafde5f3b3a102df6a413d4f9a4,3,4,0.096613,11;42;51;96;169;172;173;181;183;200,0.966128
0e889b6e9bb75c4308ed136206bfdf4e,3,4,0.093543,26;28;44;86;108;196;202;208;237,0.841888
25cc4400dbb44ae4dc6ee7bc237ebd4f,3,4,0.180881,7;35;39;55;69;70;82;191;234,1.627932
a24911e5bfc02f710c2b712554cdf426,3,4,0.064564,10;60;77;78;158;175;182;213;218;229,0.645640
9cf31aeaed4eb92364cd006bba312a08,3,4,0.024504,68;77;81;106;114;146;153;171;205,0.220540
5db3d9f636b5778d6a0998f63f7856fb,3,4,0.065544,0;46;78;80;82;84;89;110;177;194;247,0.720986
371622edb3f6802c9e9eecd9cf5118e0,3,4,0.119872,14;25;36;52;84;153;155;176;192;209,1.198722
e58a37413466ff45fa7b9b97ae184ed3,0,0,0.007698,6;19;78;122;173;204;208,0.053888
e763d73ae8400c412123264b2a02c5c6,0,0,0.068938,25;28;61;62;76;133;144;227,0.551502
8b866122d3305a6467e6621e1b8f7775,0,0,0.036117,4;58;62;69;96;125;174,0.252816
5beff338376867a5aec745bfcf08bbc0,0,0,0.188568,5;20;76;141;156,0.942841
6bbfdf8126a6f9b9b35f07f828a6a4dd,0,0,0.142895,59;93;99;128;153;239,0.857372
a6ca42791dde035cf77d66d2fa8151f8,0,0,0.023635,1;63;107;204;213,0.118177
5ebdf6265ca4b79f76e47be584c86777,0,0,0.095194,28;35;98;178;203;230;235,0.666359
62ddd3237889c80f996b612128f847ad,0,0,0.060290,12;22;61;98;124;136;156,0.422031
921d9022f8000911be92d036241b3c17,0,0,0.047485,38;40;51;60;220;235,0.284910
de3cfce16c39a11be160edb9e5fd1a9b,0,0,0.256581,14;61;167;170;187;226;239;243,2.052652
afe711390bb7585251468e2c9dac7a96,0,0,0.072598,3;58;65;83;87;128,0.435586
a6a2a3e84ad766c6e99f0f0e081f4ac2,3,3,0.163738,50;67;77;95;110;117;135;145;160;205,1.637384
092d5161c8f06ed3eb6851f06fc7a099,3,3,0.125211,48;105;111;127;157;175;181;182;185;205,1.252113
60bd081d02aacc6803329489244c8604,3,3,0.007022,59;79;129;135;144;157;172;176;185;244,0.070217
01867e7543110a8a6a9cc4eba44a3931,3,3,0.101244,9;15;44;52;54;71;166;222;248,0.911197
f074db1d9e4aa30d7731a1acd265c78d,3,3,0.162134,11;32;85;107;123;154;160;163;225;231,1.621343
5c45230671f3d38406bbf6ced5c916e7,3,3,0.102784,21;41;45;117;142;148;176;183;243,0.925060
425cc0051b36b67443f11155370ad1f8,3,3,0.009770,15;87;132;142;190;193;214;225;231,0.087933
76cc0239846f2d36a15b004f21f79cdc,3,3,0.075570,32;41;75;126;150;162;181;202;232;248,0.755705
73ba77cac5d50bf668c84b8212eb298b,3,3,0.010467,40;42;46;67;71;89;125;160;185;223;245,0.115134
af432bcabe6cad8b4b056ef7e41af507,3,3,0.036763,11;34;67;71;96;160;164;205;248,0.330868
e5a230440b31e1fda878ce6cb291f23b,3,3,0.092009,36;40;65;79;145;180;182;198;201;229;245,1.012100
343d76e685a0b08165b49af43b81e8e3,3,3,0.019365,13;46;54;81;102;183;234;244;249,0.174283
df59cf199a5c9a675de55c4a3cde528a,3,3,0.093921,9;134;142;160;164;169;185;199,0.751370
